分组	标准名	编号	批准日期	文号	发布单位	官方链接	全文PDF	红头PDF	附件	备注
市政与道路	城市综合交通规划技术标准	DG/TJ08-2039-2021	2021-06-28	沪建标定〔2021〕9 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/294b270e2e96441ebcb4421a0127616b.html	https://zjw.sh.gov.cn/cmsres/b6/b6b723acf90044568764eeb74373dded/fc2cbb6b99a716d4c3ce1f85730b83ac.pdf		https://zjw.sh.gov.cn/cmsres/7a/7a0666c12ad947f897be5f367d4ec04b/8f71a99d83d50f41c2866742a1f17ab1.pdf	现行标准栏目已收录/实施 2021-07-01
建筑与住区	建筑工程装饰抹灰技术标准	DG/TJ08-2357-2021	2021-06-28	沪建标定〔2021〕88 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/d58e31b6a0674ebd852987a7014f0252.html	https://zjw.sh.gov.cn/cmsres/12/12e601de11dd4d06b5a024c54dc46bcb/a2256a8cdf046f2e10f1afbae918057c.pdf		https://zjw.sh.gov.cn/cmsres/9b/9b3949f1de854b94a6eaf2cd039d2b86/de8e0ab7bfdaef1d6dba4671ae77d4f3.pdf	现行标准栏目已收录/实施 2021-08-01
建筑与住区	建筑起重机械安全检验与评估标准	DG/TJ08-2080-2021	2021-06-28	沪建标定〔2021〕86 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/5d0c6a0b2e2c455fa82809bd187f942a.html	https://zjw.sh.gov.cn/cmsres/f4/f436c2c3c8104717bc2e45a30270247c/244b0dbeee97347ee3defa84aeb88a04.pdf		https://zjw.sh.gov.cn/cmsres/a4/a44972e4a26b408daea8f5d1fb32de6b/f590a75322d80dd5cf076312a564599f.pdf	现行标准栏目已收录/实施 2021-08-01
建筑与住区	内河航道工程设计标准	DG/TJ08-2116-2020	2021-06-28	沪建标定〔2021〕84 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/c949de7859c3460daf3137b75d0c629a.html	https://zjw.sh.gov.cn/cmsres/1f/1f0b1469e1d44cefa91c3f363148c11f/99f96ef0f117349899ebbb6f555d1db4.pdf		https://zjw.sh.gov.cn/cmsres/a5/a5c359cc93014b649f980e5d52be5c39/83af09c3358ff3bbc572b0386019e63a.pdf	现行标准栏目已收录/实施 2021-08-01
建筑与住区	住宅建筑绿色设计标准	DGJ08-2139-2021	2021-06-28	沪建标定〔2021〕63 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/071b9c361065447d94bfa1a824b0b749.html	https://zjw.sh.gov.cn/cmsres/f3/f393b7748b084324aa98ec37a68c423d/12894cd15fc07589507a6b6450115fb8.pdf		https://zjw.sh.gov.cn/cmsres/b4/b4e1ec394a974d5f80dcc4c0de2146d0/31277b146280b9c4137c556d35ba9c4b.pdf	现行标准栏目已收录/实施 2021-06-01
建筑与住区	公共建筑绿色设计标准	DGJ08-2143-2021	2021-06-28	沪建标定〔2021〕62 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/469d7bb981434dc18885f117116cb2b6.html	https://zjw.sh.gov.cn/cmsres/fd/fd2c40e843e1417f8cad4134754dcd7e/e5abd7ff3043946324c0ce84654a6dc1.pdf		https://zjw.sh.gov.cn/cmsres/99/9926324bc4cb4e2388b302e3e63ac525/a053ab3d77a0c3cf95df40a4105d40d3.pdf	现行标准栏目已收录/实施 2021-06-01
建筑与住区	上海市保障性住房（共有产权保障住房和征收安置房）施工图设计文件技术审查要点		2021-06-28	沪建质安〔2021〕8 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/75c23c78d2194fe5b3478d4a34fbdd22.html			https://zjw.sh.gov.cn/cmsres/d2/d286997293424e36a62517d994667f0d/4b687a67a7ba0226c43278a13c347aea.pdf	新批准，现行标准栏目未收录
改造与历史建筑	现有建筑抗震鉴定与加固标准	DGJ08-81-2021	2021-06-28	沪建标定〔2021〕80 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/83118d5b004b45b2af818e03843a8503.html	https://zjw.sh.gov.cn/cmsres/70/70c1a5c3608141f7b12e22dda36f702a/0eb4335ec853a054ba763ada4704072e.pdf		https://zjw.sh.gov.cn/cmsres/52/5259fbc712024ada8c12d92646ff73eb/335b67a27fd218ab6e0bc626d961658e.pdf	现行标准栏目已收录/实施 2021-08-01
施工与质量安全	假山叠石工程施工标准	DG/TJ08-211-2020	2021-06-28	沪建标定〔2021〕81 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/e9c6b59bb8c9436ea6c8b6843f7ed016.html	https://zjw.sh.gov.cn/cmsres/e8/e88dc61af5674aeeb61c01738fe3f12e/8a4bf276738f5043a000fdabbecc2c41.pdf		https://zjw.sh.gov.cn/cmsres/93/939810950bf54a83932dbc30098ecac3/d132c762d1adddc3c52446cfdbfd6ba1.pdf	现行标准栏目已收录/实施 2021-08-01
水务与海绵	城镇污水深度处理反硝化砂滤池技术标准	DG/TJ08-2351-2021	2021-06-28	沪建标定〔2021〕89 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/30d53d510e764eaaaf99764ff830cb85.html	https://zjw.sh.gov.cn/cmsres/26/26350fb5149f45d289c5e770563dcd37/fc5c15803050214f9f404dbe8ec88531.pdf		https://zjw.sh.gov.cn/cmsres/d3/d3a6966ce17a474380710ef4a8b8f379/a987b03ed6b304993b647421f3b2055f.pdf	现行标准栏目已收录/实施 2021-08-01
消防与人防	大型物流建筑消防设计标准	DG/TJ08-2343-2020	2021-06-28	沪建标定〔2021〕66 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/404ff595a10a4f7597a7959812972c28.html	https://zjw.sh.gov.cn/cmsres/c0/c027665a23a24cf3a2ca4700b97c4062/95a6e6af71d970d4a218d96e2cb0771b.pdf		https://zjw.sh.gov.cn/cmsres/18/18a455e2cfb942ad83e7583147547ae0/b28edabf7ff1cd0d85ac6937bea05539.pdf	现行标准栏目已收录/实施 2021-07-01
消防与人防	人民防空警报设施专用房图集		2021-06-28	沪建标定〔2021〕33 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/d7c7328d7e81416f87dbdbf71c715936.html			https://zjw.sh.gov.cn/cmsres/fa/fa9ac42c5f5d431db09dca05d16793b4/a33b57666b8f586124775637a0352c4c.pdf	新批准，现行标准栏目未收录
结构与抗震	大跨度建筑空间结构抗连续倒塌设计标准	DG/TJ08-2350-2021	2021-06-28	沪建标定〔2021〕11 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/fdf729bb5c2a44cf9f9fdee67ede1260.html	https://zjw.sh.gov.cn/cmsres/37/37ae0e21afef46b68a1ea1212a93f5e2/24d3a2a3507a7e499531e79cfab7b0c6.pdf		https://zjw.sh.gov.cn/cmsres/c6/c691233e1f2f4316a7a8e254c9097c79/ad8c9bc61e5c920717a07c5a9088ba0c.pdf	现行标准栏目已收录/实施 2021-07-01
绿色建筑与节能	公共建筑绿色及节能工程智能化技术标准	DG/TJ08-2040-2021	2021-06-28	沪建标定〔2021〕82 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/0b2a80b23cd9416e99251067455de03b.html	https://zjw.sh.gov.cn/cmsres/70/70ca03ac464c4de3bb12d5f4c1dddfac/5e3c2f581dbf5fd21c1461aa3ed87945.pdf		https://zjw.sh.gov.cn/cmsres/1e/1e9b213292e9471e9c654211b7e967c2/0aa33e0bf549fe2d98bd3fa9e22a41e4.pdf	现行标准栏目已收录/实施 2021-08-01
绿色建筑与节能	数据中心节能技术应用标准	DG/TJ08-2347-2021	2021-06-28	沪建标定〔2021〕2 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/4fcc28b3f9e1425eb08ab357e052bffe.html	https://zjw.sh.gov.cn/cmsres/c1/c186dc6e5e66464481d7cdfc03d8537c/56c6aaf92f616672154fc1367e9ffc48.pdf		https://zjw.sh.gov.cn/cmsres/38/38fd7c0d7bf24e879ca11e3d14f23556/692cd24ada638b6952aa5e38e153ea31.pdf	现行标准栏目已收录/实施 2021-07-01
规划与不动产	土地整治生态工程规划设计标准	DG/TJ08-2344-2020	2021-06-28	沪建标定〔2021〕4 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/ec95aeb9cf904a3592a1dc83ba6fb702.html	https://zjw.sh.gov.cn/cmsres/01/0156735585c24218ad18769dc8d048a6/49d83f610372c1529f7e84fa06184e9b.pdf		https://zjw.sh.gov.cn/cmsres/74/7467d698ca5d4cf19a6c473d41ab38ee/a3349b29f7749fb3e1e180c2cff215be.pdf	现行标准栏目已收录/实施 2021-06-01
设备与智能化	燃气管道设施标识应用图集	DG/TJ08-2012-2018	2021-06-28	沪建标定〔2021〕91 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/aaa9ed208b134d7dbbf9eeb3cb807a44.html	https://zjw.sh.gov.cn/cmsres/3f/3f0348b0c8ea44b194513a424a277e35/0458457391beabb91bb60eab82188a51.pdf		https://zjw.sh.gov.cn/cmsres/b7/b7dd020f0fa049cb87d49c95ab9de0b0/f0e89c96e838b2352a507e2f1ed56cc8.pdf	现行标准栏目已收录/实施 2018-10-01
设备与智能化	城市轨道交通机电设备安装工程质量验收标准	DG/TJ08-2005-2023	2021-06-28	沪建标定〔2021〕87 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/999c6c085e454917921feaacd6453790.html	https://zjw.sh.gov.cn/cmsres/d1/d1ef616ddbd243c9a4de1b914c1b031c/2767b947cf4bafb5d0a68b5ce21255d8.pdf		https://zjw.sh.gov.cn/cmsres/72/727253944fe74c3f848750f46c5629b2/a7d46da81f2e813a730492402c464a4d.pdf	现行标准栏目已收录/实施 2021-08-01
轨道交通与地下工程	地铁盾构法隧道施工技术标准	DG/TJ08-2041-2021	2021-06-28	沪建标定〔2021〕10 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/6f2a69b5b59e4cfa9ec2801cc5181fe3.html	https://zjw.sh.gov.cn/cmsres/5a/5aa7c900bcce40b19f9039ebd24c8524/bc682f5638d105df1d9ff38be049679e.pdf		https://zjw.sh.gov.cn/cmsres/7f/7f81af4ee05d47ec8fa7b7c75ee13ea8/d89b412dd138a4a34bda5d30e463354f.pdf	现行标准栏目已收录/实施 2021-07-01
轨道交通与地下工程	轨道交通轨道精测网技术标准	DG/TJ08-2333-2020	2021-06-28	沪建标定〔2021〕1 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210628/a52dedb1914842d18f520780dee16824.html	https://zjw.sh.gov.cn/cmsres/3e/3e13bd28a0374459a26cd615b874daec/d1f4bbb67170cb3a6d996e55842b40e0.pdf		https://zjw.sh.gov.cn/cmsres/60/601d7c5bee1b488ba3c4a5bbbb9aeb89/f80d4afa32231ecc663d24def9405748.pdf	现行标准栏目已收录/实施 2021-06-01
勘察与测绘	地面沉降监测与防治技术标准	DG/TJ08-2051-2008	2021-05-31	沪建标定〔2021〕338号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=ca4fd6c81e7549fe822a5055ac63bdd7&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/212地面沉降监测与防治技术规程.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/59/59bde9d4f95f4cc1bab8cfe815c7e3c5/b7a851c7535a618a65f361e514d86809.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9C%B0%E9%9D%A2%E6%B2%89%E9%99%8D%E7%9B%91%E6%B5%8B%E4%B8%8E%E9%98%B2%E6%B2%BB%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2009-04-01
建筑与住区	餐饮单位清洁设计技术标准	DG/TJ08-110-2021	2021-05-31	沪建标定〔2021〕331号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=6558abe9ada94f838dd59e72b724c1ed&siteId=0011	https://zjw.sh.gov.cn/cmsres/7a/7a0fd29a95514ec5a9e99be9fa0db634/6cdc53b6a210cd058e06e86c7079053b.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/e8/e8b703806ad840e1bbdbaa2ad47d3a9f/c595b015ce35a2acdfcceb23c4e9643e.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E9%A4%90%E9%A5%AE%E5%8D%95%E4%BD%8D%E6%B8%85%E6%B4%81%E8%AE%BE%E8%AE%A1%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2021-11-01
改造与历史建筑	既有建筑外立面整治设计标准	DG/TJ08-2367-2021	2021-05-31	沪建标定〔2021〕335号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=3d979b039e6a4782820a47c16cc22e43&siteId=0011	https://zjw.sh.gov.cn/cmsres/cf/cf25edbf08a54f77aed9303c53d78818/5ceb9f6b0e8ee38b1db84714fb60f36a.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/6e/6e46f6cd10a8466faf06203ff0714313/18705cdcdbed85d8b82032f99afb59f5.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%97%A2%E6%9C%89%E5%BB%BA%E7%AD%91%E5%A4%96%E7%AB%8B%E9%9D%A2%E6%95%B4%E6%B2%BB%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2021-11-01
水务与海绵	海绵城市设施施工验收与运行维护标准	DG/TJ08-2370-2021	2021-05-31	沪建标定〔2021〕334号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=9bd835ced61f45589fe45b000dbd996f&siteId=0011	https://zjw.sh.gov.cn/cmsres/80/80826f3a76ab4b02b8a2c564c90164a7/c08cb9ac30da3b2db3c4b329303366d7.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/e3/e39b747aa9534fcf9c69ca6738c17245/67f202ba4edbe4e210deaeff63892793.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%B5%B7%E7%BB%B5%E5%9F%8E%E5%B8%82%E8%AE%BE%E6%96%BD%E6%96%BD%E5%B7%A5%E9%AA%8C%E6%94%B6%E4%B8%8E%E8%BF%90%E8%A1%8C%E7%BB%B4%E6%8A%A4%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2021-11-01
结构与抗震	多高层钢结构住宅技术标准	DG/TJ08-2029-2021	2021-05-31	沪建标定〔2021〕332号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=e3387b05109c4fb581224542e0a0390b&siteId=0011	https://zjw.sh.gov.cn/cmsres/f6/f640dd264cae40b3a0ef2dcf0b09d2da/aef768257b850cd075073ca76fa53729.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/d4/d48550bcd9064e0e8c6f15364857c774/59e0a3d030579a9dfa64b0fc11a02bb8.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%A4%9A%E9%AB%98%E5%B1%82%E9%92%A2%E7%BB%93%E6%9E%84%E4%BD%8F%E5%AE%85%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2021-11-01
装配式与外围护	保温装饰复合板墙体保温系统应用技术标准	DG/TJ08-2122-2021	2021-05-31	沪建标定〔2021〕333号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=29cd2c013c8c425a8f495b75ca2af55c&siteId=0011	https://zjw.sh.gov.cn/cmsres/57/5718f26de91c4890b12547eb2ee5da08/25228f97a5522c6f78474db5b3071c80.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/39/3992db467e5441e4b4a2e4c27633a271/e277d2959fc1b393f68680865288e6d0.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E4%BF%9D%E6%B8%A9%E8%A3%85%E9%A5%B0%E5%A4%8D%E5%90%88%E6%9D%BF%E5%A2%99%E4%BD%93%E4%BF%9D%E6%B8%A9%E7%B3%BB%E7%BB%9F%E5%BA%94%E7%94%A8%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2021-11-01
市政与道路	桥梁顶升施工技术标准		2021-04-15	沪建标定〔2021〕182 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210415/69f795279a7b4563a1e0963cfaec3faf.html			https://zjw.sh.gov.cn/cmsres/34/3473f17ca1c34e64b3f4325f142f3572/6ee052b61c7ca17fdbc36bf0d1ca768c.pdf	新批准，现行标准栏目未收录
市政与道路	钢桥面铺装工程应用技术标准	DG/TJ08-2353-2020	2021-04-15	沪建标定〔2021〕183 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210415/7647f7357f2d4f96bab0439adaf55a8a.html	https://zjw.sh.gov.cn/cmsres/ff/ff2f81bb6eb5476aa854f4ee636cb059/6dc36b93c04e3c5ea3e985a89985ef94.pdf		https://zjw.sh.gov.cn/cmsres/6e/6e1913c881d3443db7726ba1100a9cc2/4312086855b65a6cb1ffb786009aa2f4.pdf	现行标准栏目已收录/实施 2021-09-01
建筑与住区	全装修住宅室内装修设计标准	DG/TJ08-2178-2021	2021-04-15	沪建标定〔2021〕229 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210415/dbd4ad07eaed42309f6b926f624f8da9.html	https://zjw.sh.gov.cn/cmsres/dc/dcc9ba7ed16b4982837fb054b4e1c731/554b47c0aad67ad1687d9fdd9bab7114.pdf		https://zjw.sh.gov.cn/cmsres/3f/3fc02aed609b43f3b56bcbdfa4c92740/1dc267412314a26aee2a58096fb2d5a5.pdf	现行标准栏目已收录/实施 2021-09-01
施工与质量安全	逆作法施工技术标准	DG/TJ08-2113-2021	2021-04-15	沪建标定〔2021〕222 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210415/fac91705cf624165b3f2d47c5e8bd11f.html	https://zjw.sh.gov.cn/cmsres/ec/ec3fdfcbf8b64042beab960de2ebc34b/684de3a6b5bec2bb3db53bf0d5e3be55.pdf		https://zjw.sh.gov.cn/cmsres/2d/2deb1b163a064163b071690fb700c9df/e9508a26113b57db4ce07ae98e81feaa.pdf	现行标准栏目已收录/实施 2021-09-01
消防与人防	建筑防排烟系统设计标准	DG/TJ08-88-2021	2021-04-15	沪建标定〔2021〕228 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210415/ba5d1395a88a468b9db10788bdaff13c.html	https://zjw.sh.gov.cn/cmsres/c5/c560c9556c8f4fa499b5e4d3a60fafbc/011ab52ef7c9d5a9c63fc8eb6a160954.pdf		https://zjw.sh.gov.cn/cmsres/f9/f913728e476748a88b82628ba917117a/7e561024ffce08b5c9e39ff65dd630ae.pdf	现行标准栏目已收录/实施 2021-09-01
设备与智能化	上海市道路照明设施标准图集		2021-04-15	沪建标定〔2021〕224 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210415/00b7409d76e74bfc9ae8a85a269c821e.html			https://zjw.sh.gov.cn/cmsres/04/04aa649864104313915a2db2826cd868/a71c76a2c332fa8c7444fbf8e9b6312a.pdf	新批准，现行标准栏目未收录
装配式与外围护	外墙保温系统及材料应用统一技术规定（暂行）		2021-02-26	沪建建材〔2021〕113 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20210226/fafadbf33561417da27658d830186d23.html			https://zjw.sh.gov.cn/cmsres/e5/e58335203f0e474ca9999efc932bb3fc/216c42e21a872dca2857d6beeecd4064.docx	新批准，现行标准栏目未收录
规划与不动产	上海市租赁住房规划建设导则		2020-12-08	沪建房管联〔2020〕483 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/fwgl/20201208/33161ea39a58430ab4e88cfd935ee07b.html			https://zjw.sh.gov.cn/cmsres/d8/d80fda9aa2d7425daa9febb1d37223dc/ed807ad160205b9b9e196edf38f5bf7f.docx	新批准，现行标准栏目未收录
轨道交通与地下工程	临港新片区地下空间规划设计导则（试行）		2020-11-11	沪自贸临管委〔2020〕922号	中国（上海）自由贸易试验区临港新片区管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=b88352e4c5524690b688dfbe255e3a16&siteId=0058		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0058/d1/d1297d2d54594839b94cbcd74a3a33c1/d4f6c9ade62bc75ea7931dae966cf96d.pdf&filename=%E4%B8%AD%E5%9B%BD%EF%BC%88%E4%B8%8A%E6%B5%B7%EF%BC%89%E8%87%AA%E7%94%B1%E8%B4%B8%E6%98%93%E8%AF%95%E9%AA%8C%E5%8C%BA%E4%B8%B4%E6%B8%AF%E6%96%B0%E7%89%87%E5%8C%BA%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%B4%E6%B8%AF%E6%96%B0%E7%89%87%E5%8C%BA%E5%9C%B0%E4%B8%8B%E7%A9%BA%E9%97%B4%E8%A7%84%E5%88%92%E8%AE%BE%E8%AE%A1%E5%AF%BC%E5%88%99%EF%BC%88%E8%AF%95%E8%A1%8C%EF%BC%89%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
其他	上海市建设工程采用尚无国家技术标准的新技术、新材料技术论证管理办法		2020-11		上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/gfxwj/20201110/fed36604a9c041e5893e34136f12ceac.html				新批准，现行标准栏目未收录
市政与道路	公交场站规划用地及建设标准	DG/TJ08-2057-2020	2020-10-29	沪建标定〔2020〕496 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20201029/a82612cbff1c4fc393f5f8b097e29b15.html	https://zjw.sh.gov.cn/cmsres/96/965bbb06a6694548b7ae820fdfffcf88/612ba888251ac27329a4bec17089ba86.pdf			现行标准栏目已收录/实施 2021-03-01
市政与道路	原位利用疏浚泥建设生态护岸技术标准	DG/TJ08-2331-2020	2020-10-29	沪建标定〔2020〕495 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20201029/2c1491fee2944a5c94b4003575d85eb8.html	https://zjw.sh.gov.cn/cmsres/3e/3e665929e9bd4bfc8882e17eeaf7ad5a/98c4a4253a0170833e4761be56905f21.pdf			现行标准栏目已收录/实施 2021-03-01
施工与质量安全	建设工程班组安全管理标准	DG/TJ08-2061-2020	2020-10-29	沪建标定〔2020〕380 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20201029/a6e22588c53a4dddbf98c0a27497d5a7.html	https://zjw.sh.gov.cn/cmsres/7f/7fca92d1436642169401d5c45d3eb32d/b79c579d40eadfa4baf203ba30973e2d.pdf			现行标准栏目已收录/实施 2021-02-01
绿色建筑与节能	民用建筑可再生能源综合利用核算标准	DG/TJ08-2329-2020	2020-10-29	沪建标定〔2020〕487 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20201029/51f8eec181b243ff8d575f6e41cf6e1c.html	https://zjw.sh.gov.cn/cmsres/02/025d43da7b76476d8f166e1cc7af49be/418d6536fcef9ed31242b3e70262b325.pdf			现行标准栏目已收录/实施 2021-03-01
设备与智能化	玻璃纤维增强塑料夹砂排水管道工程施工及验收标准	DG/TJ08-234-2020	2020-10-29	沪建标定〔2020〕387 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20201029/7e1e81bec4fd4848982578f89a24229a.html	https://zjw.sh.gov.cn/cmsres/68/6804243f399640f08136bd0bee26912f/dbb33ad3219829b9b3c78f13a70db990.pdf			现行标准栏目已收录/实施 2021-01-01
轨道交通与地下工程	轨道交通规划设计标准	DG/TJ08-2325-2020	2020-10-29	沪建标定〔2020〕497 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20201029/6dca86ff5afa486386d40ca578ecbd65.html	https://zjw.sh.gov.cn/cmsres/e5/e516387c96b54037afc701470285346f/0c35b8e1900a43cde15bed20fc21b169.pdf			现行标准栏目已收录/实施 2021-03-01
